atr72landflap
1	-0.31716501
0.97936167	-0.30487866
0.95876484	-0.29252709
0.93820953	-0.28009843
0.91769868	-0.26760455
0.90038691	-0.25698445
0.88311072	-0.24630802
0.86586714	-0.23557229
0.84866508	-0.22478023
0.83146004	-0.21389922
0.81429059	-0.20296189
0.79715078	-0.19197118
0.78004062	-0.180936
0.76165854	-0.16902323
0.74330018	-0.15707191
0.72496553	-0.14509095
0.70663979	-0.13308626
0.69021154	-0.1223031
0.67378626	-0.11151104
0.65736692	-0.10071305
0.64094164	-0.08991209
0.62262478	-0.07788369
0.60429903	-0.06587011
0.5859555	-0.05388025
0.56759714	-0.04192597
0.55177076	-0.03166165
0.53593548	-0.02141512
0.52007946	-0.01118046
0.50421454	-0.00093689
0.4858117	0.01093734
0.46739108	0.02273448
0.44898824	0.03435374
0.43041641	0.04592259
0.35465259	0.0887054
0.27353129	0.11356568
0.1737581	0.103838
0.07888877	0.07021065
0.04386498	0.05285145
0.01192463	0.0217205
0	0
0.00224439	-0.01659724
0.00700001	-0.01890389
0.01263916	-0.02050195
0.01889796	-0.02211779
0.02493737	-0.02375143
0.03074255	-0.0254325
0.03655662	-0.02724106
0.04209793	-0.02907037
0.04761848	-0.0309323
0.05884341	-0.03460575
0.07010688	-0.03817543
0.08154825	-0.04173029
0.09298961	-0.04526439
0.1157567	-0.05235632
0.13850601	-0.0595105
0.16113672	-0.06667655
0.18376744	-0.07384853
0.20431089	-0.08035045
0.22485732	-0.08684347
0.24543042	-0.09333353
0.26600649	-0.09981766
0.28445084	-0.10563174
0.30288925	-0.11143395
0.32133063	-0.11722727
0.3397809	-0.12300577
0.35894866	-0.12898884
0.37812532	-0.13495115
0.39731384	-0.14088382
0.41651126	-0.14678091
0.43787005	-0.15329173
0.45924367	-0.15976103
0.48063211	-0.16617697
0.50203537	-0.17254251
0.52204515	-0.17843367
0.5420668	-0.18428332
0.56210327	-0.19009147
0.58214863	-0.1958581
0.60437316	-0.20220585
0.62661547	-0.20850616
0.64886372	-0.21477089
0.67112086	-0.22099708
0.69340172	-0.22719955
0.71568555	-0.2333783
0.73797234	-0.23955112
0.76025913	-0.24572394
0.78181656	-0.25171294
0.80336807	-0.2577227
0.82491068	-0.26376803
0.84643847	-0.2698608
0.87006537	-0.27662659
0.89365373	-0.28350801
0.91720059	-0.29054657
0.94068814	-0.29777191
0.9555628	-0.30247713
0.97040485	-0.30727723
0.98521725	-0.31217516
1	-0.31716501
